Song,Artist,Compound,Negative,Neutral,Positive,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_genre
Slow Down,America,0.995,0.018,0.77,0.212,55,False,0.701,0.311,2,-15.148,1,0.132,0.644,0.928,0.0809,0.0624,150.021,chill
Valentine,America,0.9946,0.012,0.764,0.224,44,False,0.568,0.385,9,-8.495,1,0.0262,0.909,0.0,0.0632,0.372,144.58,folk
Christmas Lullaby,Amy Grant,0.9926,0.038,0.657,0.305,20,False,0.461,0.13,0,-14.684,1,0.048,0.955,0.0,0.0773,0.293,122.074,show-tunes
Father,Amy Grant,0.9493,0.074,0.744,0.182,67,False,0.47,0.904,0,-7.018,0,0.0535,0.0528,0.00151,0.226,0.373,77.021,swedish
Nobody Home,Amy Grant,-0.4854,0.092,0.831,0.077,54,False,0.251,0.148,0,-21.056,1,0.0432,0.713,0.432,0.106,0.0569,206.542,psych-rock
The Power,Amy Grant,-0.9455,0.201,0.648,0.151,1,False,0.626,0.829,5,-6.795,0,0.0537,0.00458,0.0601,0.227,0.191,121.945,edm
The Things We Do For Love,Amy Grant,0.9803,0.051,0.789,0.159,0,False,0.437,0.557,1,-8.487,1,0.102,0.33,0.0,0.248,0.683,161.412,blues
Days Of Wine And Roses,Andy Williams,0.8176,0.055,0.796,0.149,30,False,0.473,0.0504,7,-20.933,0,0.0371,0.985,0.901,0.0888,0.172,89.185,guitar
I'm So Lonesome I Could Cry,Andy Williams,-0.9845,0.363,0.637,0.0,50,False,0.678,0.218,4,-13.084,1,0.0288,0.874,0.000697,0.125,0.652,110.964,honky-tonk
Love Story,Andy Williams,0.9785,0.028,0.796,0.176,55,False,0.498,0.12,0,-17.721,1,0.0487,0.851,0.0,0.171,0.338,121.187,acoustic
Say It Isn't So,Andy Williams,-0.5994,0.09,0.844,0.066,1,False,0.454,0.805,7,-4.947,1,0.0313,0.0229,0.0,0.358,0.591,91.251,metal
Show Me,Andy Williams,0.9325,0.078,0.769,0.154,53,False,0.771,0.638,9,-6.473,0,0.0356,0.183,0.000203,0.141,0.167,105.005,deep-house
Heartbeat,Annie,0.9719,0.047,0.805,0.148,65,False,0.811,0.647,10,-7.916,0,0.0406,0.0174,0.349,0.0829,0.708,120.01,deep-house
Break Free,Ariana Grande,0.9858,0.058,0.735,0.206,39,False,0.586,0.608,0,-6.748,1,0.0247,0.132,5.16e-05,0.126,0.202,94.982,folk
Higher,Ariana Grande,-0.9442,0.135,0.817,0.049,19,False,0.765,0.888,9,-5.344,1,0.172,0.27,0.0,0.263,0.625,120.042,afrobeat
Jacob's Ladder,Arlo Guthrie,0.0,0.0,1.0,0.0,17,False,0.296,0.993,6,-6.452,1,0.147,1.34e-05,0.913,0.192,0.0702,94.312,grindcore
Lovesick Blues,Arlo Guthrie,0.9914,0.065,0.668,0.267,14,False,0.669,0.652,0,-10.602,1,0.0366,0.681,0.282,0.101,0.966,87.797,honky-tonk
Massachusetts,Arlo Guthrie,0.9917,0.006,0.837,0.157,60,False,0.215,0.459,7,-13.406,1,0.0544,0.00861,0.00934,0.0619,0.443,50.732,disco
Prologue,Arlo Guthrie,0.9835,0.058,0.774,0.168,19,False,0.276,0.179,0,-16.543,1,0.0326,0.859,0.0139,0.172,0.181,60.55,disney
Shenandoah,Arlo Guthrie,0.7845,0.031,0.904,0.065,21,False,0.443,0.112,2,-18.418,1,0.0474,0.968,0.786,0.125,0.219,123.839,bluegrass
Someday,Arlo Guthrie,0.7747,0.032,0.874,0.094,26,False,0.644,0.723,1,-4.954,1,0.0288,0.16,0.0,0.13,0.625,105.969,acoustic
Telephone,Arlo Guthrie,0.9427,0.039,0.84,0.121,44,False,0.729,0.804,5,-5.183,0,0.0329,0.00363,3.12e-06,0.11,0.749,122.021,club
You And Me,Arlo Guthrie,0.9931,0.02,0.722,0.258,1,False,0.459,0.427,7,-7.733,1,0.0267,0.112,0.0,0.168,0.357,139.898,alt-rock
17,Avril Lavigne,0.9894,0.061,0.766,0.173,63,False,0.558,0.364,5,-8.663,1,0.0502,0.169,9.94e-05,0.109,0.252,129.17,chill
Bad Reputation,Avril Lavigne,-0.987,0.241,0.648,0.111,68,False,0.378,0.974,6,-4.055,1,0.194,0.00192,0.0139,0.0588,0.824,203.715,punk-rock
Complicated,Avril Lavigne,-0.9294,0.183,0.656,0.161,71,False,0.657,0.355,7,-12.044,1,0.0714,0.694,0.000427,0.123,0.0808,74.99,electro
Destiny,Avril Lavigne,0.0,0.0,1.0,0.0,26,True,0.85,0.568,6,-3.453,1,0.111,0.5,0.0,0.124,0.617,102.055,dancehall
Eternity,Avril Lavigne,0.93,0.011,0.871,0.117,46,False,0.8,0.699,7,-8.639,1,0.0353,0.0714,0.902,0.0927,0.282,123.997,minimal-techno
Falling Down,Avril Lavigne,0.8522,0.095,0.801,0.104,49,False,0.481,0.87,9,-4.521,1,0.0362,0.00105,0.00634,0.304,0.0948,173.929,drum-and-bass
Fly,Avril Lavigne,0.9516,0.027,0.862,0.112,58,False,0.174,0.178,1,-18.717,0,0.0362,0.994,0.861,0.0737,0.0347,167.972,ambient
Forgotten,Avril Lavigne,0.1516,0.16,0.674,0.167,22,False,0.412,0.983,8,-4.296,1,0.0914,2.08e-05,0.213,0.255,0.307,150.009,death-metal
Hold,Avril Lavigne,-0.9661,0.185,0.78,0.036,53,False,0.512,0.643,5,-14.806,0,0.0495,0.154,0.823,0.0909,0.0521,194.002,chill
I Love You,Avril Lavigne,-0.9953,0.231,0.654,0.115,54,False,0.784,0.207,4,-12.478,0,0.047,0.832,0.0,0.117,0.548,112.266,children
I Won't Be Home For Christmas,Avril Lavigne,-0.9429,0.145,0.756,0.098,2,False,0.347,0.942,7,-5.517,1,0.0913,0.00196,0.0,0.338,0.66,200.025,punk-rock
In The End,Avril Lavigne,0.9615,0.064,0.762,0.174,71,False,0.442,0.939,8,-4.18,1,0.0941,0.000183,0.00589,0.0857,0.27,140.021,alt-rock
Kiss Me,Avril Lavigne,0.979,0.063,0.761,0.176,58,False,0.663,0.178,9,-12.252,1,0.0532,0.676,0.0,0.279,0.541,82.372,acoustic
Let Go,Avril Lavigne,-0.9876,0.186,0.786,0.028,13,False,0.601,0.849,4,-6.654,0,0.0338,0.00151,0.114,0.104,0.0781,126.99,breakbeat
Naked,Avril Lavigne,0.9848,0.048,0.753,0.199,41,False,0.719,0.837,2,-4.571,0,0.0349,0.0517,0.000509,0.108,0.251,123.989,deep-house
Not Enough,Avril Lavigne,0.8503,0.065,0.833,0.103,27,False,0.36,0.167,3,-11.568,1,0.0577,0.949,4.07e-06,0.11,0.329,179.149,british
Remember When,Avril Lavigne,-0.8942,0.14,0.747,0.113,75,False,0.504,0.708,11,-5.896,0,0.0343,0.00112,0.000424,0.788,0.51,82.009,indie-pop
Smile,Avril Lavigne,-0.8272,0.131,0.757,0.112,46,False,0.43,0.141,0,-16.376,1,0.0286,0.757,0.000499,0.127,0.143,93.577,blues
Sometimes,Avril Lavigne,0.935,0.066,0.758,0.176,51,False,0.185,0.0839,6,-26.019,0,0.0355,0.916,0.896,0.107,0.133,73.769,ambient
Take It,Avril Lavigne,-0.9577,0.147,0.803,0.051,63,False,0.851,0.742,0,-6.126,1,0.0377,0.0259,0.256,0.111,0.236,123.033,deep-house
The Scientist,Avril Lavigne,0.4523,0.091,0.822,0.087,47,False,0.453,0.295,7,-12.881,1,0.0291,0.518,0.00011,0.293,0.14,146.022,acoustic
Too Much To Ask,Avril Lavigne,0.973,0.095,0.739,0.167,64,False,0.724,0.757,9,-4.787,0,0.0274,0.00777,0.000154,0.215,0.878,109.98,garage
Touch The Sky,Avril Lavigne,0.9013,0.058,0.826,0.116,18,False,0.163,0.107,1,-18.477,1,0.0413,0.921,0.899,0.129,0.038,93.676,disney
Trust Me,Avril Lavigne,0.9967,0.03,0.703,0.267,18,False,0.654,0.978,7,-9.554,0,0.171,0.0111,0.896,0.712,0.926,169.879,breakbeat
Why,Avril Lavigne,0.9688,0.013,0.909,0.078,71,True,0.684,0.856,6,-2.676,1,0.0411,0.342,0.00728,0.109,0.343,117.027,alt-rock
Don't Leave Me,Backstreet Boys,0.9361,0.098,0.772,0.13,64,False,0.62,0.778,8,-4.622,0,0.0724,0.116,0.0,0.312,0.386,147.012,k-pop
Everybody,Backstreet Boys,0.9894,0.015,0.712,0.273,54,False,0.742,0.636,11,-6.744,1,0.0331,0.446,0.0,0.0817,0.48,95.002,acoustic
Figured You Out,Backstreet Boys,0.2263,0.025,0.95,0.025,61,False,0.544,0.867,10,-5.527,1,0.0517,2.63e-05,0.0165,0.266,0.726,93.925,grunge
Lift Me Up,Backstreet Boys,0.9839,0.066,0.782,0.151,43,False,0.375,0.13,4,-17.102,1,0.0366,0.986,0.0281,0.0936,0.0751,124.539,ambient
Lose It All,Backstreet Boys,-0.8377,0.137,0.802,0.06,51,False,0.362,0.752,0,-4.449,0,0.0384,0.161,0.0,0.135,0.282,149.548,hardstyle
Lost In Space,Backstreet Boys,-0.9871,0.168,0.747,0.085,51,False,0.561,0.903,7,-4.868,0,0.0463,0.00917,0.0613,0.188,0.084,138.081,progressive-house
Nowhere To Go,Backstreet Boys,0.5019,0.087,0.79,0.123,63,True,0.417,0.958,7,-3.418,1,0.139,0.000738,0.0,0.173,0.458,174.089,metalcore
Rebel,Backstreet Boys,0.7189,0.186,0.655,0.159,16,False,0.656,0.78,8,-9.796,0,0.0537,0.0129,0.453,0.35,0.275,92.456,happy
Rush Over Me,Backstreet Boys,0.9774,0.064,0.785,0.151,55,False,0.441,0.753,0,-4.074,1,0.044,0.0701,0.0,0.027,0.254,135.015,dub
Satellite,Backstreet Boys,-0.9222,0.177,0.703,0.12,51,False,0.424,0.895,11,-4.353,1,0.0428,0.117,0.0,0.0843,0.505,165.917,grunge
Shining Star,Backstreet Boys,0.9775,0.014,0.85,0.135,43,False,0.627,0.565,0,-4.656,1,0.0525,0.325,0.0,0.131,0.394,105.959,show-tunes
Shout,Backstreet Boys,-0.9908,0.176,0.75,0.075,12,False,0.633,0.528,3,-10.808,1,0.0398,0.734,0.0,0.12,0.677,146.061,kids
Spanish Eyes,Backstreet Boys,0.9862,0.043,0.757,0.2,25,False,0.463,0.397,11,-12.057,1,0.0287,0.916,0.0184,0.132,0.3,107.34,rockabilly
On Top Of The World,Barbie,0.9726,0.013,0.789,0.198,0,False,0.588,0.925,0,-5.584,1,0.16,0.0897,4.89e-06,0.0881,0.759,99.83,rock
Wings,Barbie,0.9549,0.039,0.858,0.103,22,False,0.606,0.691,2,-8.827,1,0.0291,0.319,0.0418,0.27,0.659,131.035,bluegrass
All I Ask Of You,Barbra Streisand,0.9903,0.075,0.714,0.211,21,False,0.0854,0.381,2,-9.906,1,0.0368,0.814,0.831,0.1,0.0781,68.586,opera
Auld Lang Syne,Barbra Streisand,0.8674,0.049,0.806,0.145,0,False,0.51,0.262,2,-10.906,1,0.033,0.776,0.000137,0.113,0.234,119.736,folk
Being Alive,Barbra Streisand,0.9893,0.157,0.564,0.279,47,False,0.366,0.414,3,-7.413,1,0.0418,0.887,0.0,0.0671,0.15,98.31,show-tunes
Circle,Barbra Streisand,0.9313,0.021,0.913,0.066,20,False,0.681,0.901,1,-4.95,0,0.28,0.0532,1.4e-06,0.314,0.814,150.093,trip-hop
Closer,Barbra Streisand,0.7506,0.014,0.934,0.052,54,False,0.694,0.471,8,-8.62,1,0.0281,0.411,0.0,0.233,0.466,95.003,acoustic
Come Back To Me,Barbra Streisand,-0.9826,0.117,0.853,0.03,18,False,0.492,0.924,6,-4.255,0,0.0494,0.000971,0.767,0.0342,0.519,173.943,drum-and-bass
Dancing,Barbra Streisand,0.9707,0.043,0.851,0.105,64,False,0.813,0.849,9,-4.719,1,0.0617,0.0162,0.000108,0.0765,0.535,124.018,brazil
Emotion,Barbra Streisand,0.9788,0.093,0.754,0.152,33,False,0.536,0.735,11,-3.779,1,0.453,0.454,0.0,0.167,0.404,94.144,dancehall
Evergreen,Barbra Streisand,0.9949,0.0,0.608,0.392,39,False,0.546,0.711,11,-6.392,1,0.0283,0.0765,0.00358,0.151,0.482,96.987,ska
Everything,Barbra Streisand,0.9766,0.029,0.773,0.197,16,False,0.658,0.944,1,-4.337,1,0.0728,0.000411,0.902,0.0937,0.563,174.018,drum-and-bass
Everything Must Change,Barbra Streisand,0.6341,0.037,0.886,0.077,25,False,0.409,0.321,10,-16.102,1,0.0328,0.672,0.0495,0.34,0.4,155.109,guitar
Goodnight,Barbra Streisand,0.9779,0.0,0.702,0.298,0,False,0.622,0.201,2,-12.171,1,0.0345,0.823,2e-06,0.112,0.337,105.446,children
Hideaway,Barbra Streisand,0.9903,0.024,0.835,0.141,3,False,0.69,0.373,8,-5.566,1,0.0286,0.618,0.0,0.128,0.473,124.082,country
I Know Him So Well,Barbra Streisand,0.9959,0.073,0.691,0.236,52,False,0.423,0.211,10,-12.268,1,0.0287,0.82,0.0,0.0894,0.131,138.61,opera
I Like Him,Barbra Streisand,0.9865,0.048,0.606,0.346,66,True,0.893,0.579,9,-8.995,1,0.113,0.0641,0.000121,0.215,0.611,133.018,alternative
I Remember,Barbra Streisand,0.508,0.04,0.875,0.085,53,False,0.559,0.641,6,-9.4,0,0.0306,0.00595,0.501,0.0519,0.0376,109.964,dub
If I Could,Barbra Streisand,0.9864,0.014,0.815,0.171,22,False,0.254,0.122,8,-21.159,1,0.0337,0.959,0.867,0.144,0.102,164.721,new-age
If I Didn't Love You,Barbra Streisand,-0.9911,0.227,0.684,0.089,25,False,0.657,0.64,7,-10.848,1,0.0282,0.379,0.000842,0.283,0.626,122.374,power-pop
I'll Be Home,Barbra Streisand,0.5423,0.067,0.834,0.099,20,False,0.469,0.0549,7,-23.264,1,0.0286,0.932,0.00594,0.112,0.136,85.971,disney
I'll Be Home For Christmas,Barbra Streisand,0.9747,0.0,0.805,0.195,0,False,0.594,0.307,10,-13.062,1,0.0249,0.796,0.0414,0.15,0.24,94.026,acoustic
I've Got A Crush On You,Barbra Streisand,0.9857,0.046,0.753,0.201,57,False,0.455,0.106,2,-14.086,1,0.0422,0.986,0.0,0.122,0.258,66.807,blues
I've Got No Strings,Barbra Streisand,0.9906,0.084,0.642,0.273,21,False,0.51,0.289,3,-16.077,1,0.0677,0.698,0.0469,0.0893,0.874,92.272,disney
All Summer Long,Beach Boys,0.9816,0.0,0.867,0.133,0,False,0.701,0.865,7,-3.629,1,0.0283,0.0212,0.0,0.0956,0.88,102.998,alternative
Baby Blue,Beach Boys,0.9538,0.053,0.743,0.204,34,False,0.365,0.952,11,-3.912,1,0.372,0.0417,0.0,0.113,0.123,192.749,emo
Barbara Ann,Beach Boys,0.9493,0.0,0.936,0.064,63,False,0.581,0.669,6,-3.659,1,0.0385,0.19,0.0,0.243,0.926,78.073,psych-rock
Be Still,Beach Boys,0.9786,0.0,0.768,0.232,21,False,0.0821,0.396,5,-16.562,1,0.0446,0.817,0.986,0.871,0.0385,76.362,new-age
Be With Me,Beach Boys,0.6444,0.023,0.933,0.044,47,False,0.755,0.685,1,-7.436,0,0.0308,0.00754,0.0168,0.0791,0.0392,120.006,groove
Blue Christmas,Beach Boys,0.1406,0.0,0.979,0.021,0,False,0.617,0.501,0,-7.901,1,0.0232,0.261,1.65e-05,0.234,0.6,96.795,blues
Blueberry Hill,Beach Boys,0.9382,0.0,0.878,0.122,61,False,0.489,0.499,11,-9.702,1,0.0271,0.74,0.000236,0.156,0.829,133.341,blues
Christmas Day,Beach Boys,0.9915,0.033,0.672,0.295,36,False,0.256,0.648,10,-4.237,1,0.0382,0.0202,0.0,0.299,0.331,179.688,world-music
Frosty The Snowman,Beach Boys,0.9822,0.0,0.865,0.135,0,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,blues
Good Vibrations,Beach Boys,0.9987,0.0,0.644,0.356,15,False,0.518,0.912,6,-2.872,1,0.0483,0.0151,0.000184,0.0644,0.641,174.979,drum-and-bass
"Help Me, Rhonda",Beach Boys,0.9871,0.021,0.705,0.275,29,False,0.528,0.716,1,-7.478,1,0.0308,0.104,0.0,0.0552,0.851,139.713,psych-rock
I Do,Beach Boys,0.9969,0.019,0.743,0.238,0,False,0.509,0.761,7,-5.947,0,0.0441,0.122,0.0,0.137,0.71,176.054,country
In My Car,Beach Boys,0.9901,0.0,0.839,0.161,18,False,0.376,0.554,5,-11.649,0,0.0313,0.317,0.856,0.427,0.677,126.672,club
"Merry Christmas, Baby",Beach Boys,0.9865,0.066,0.727,0.207,0,False,0.463,0.677,10,-5.528,1,0.0417,0.257,0.0,0.089,0.782,202.05,rock
Mona,Beach Boys,0.9382,0.006,0.902,0.093,29,False,0.41,0.827,1,-5.58,0,0.0396,0.0121,0.0854,0.467,0.382,109.975,garage
Monster Mash,Beach Boys,0.381,0.041,0.91,0.049,1,False,0.641,0.808,7,-3.304,1,0.141,0.085,0.0,0.317,0.727,136.136,children
And I Love Her,The Beatles,0.997,0.0,0.52,0.48,66,False,0.616,0.282,1,-15.317,1,0.0331,0.983,0.833,0.13,0.435,96.638,acoustic
Birthday,The Beatles,0.993,0.0,0.58,0.42,61,False,0.609,0.785,11,-3.32,1,0.0891,0.0502,0.0,0.171,0.756,151.995,house
Blackbird,The Beatles,-0.9501,0.136,0.84,0.024,57,False,0.279,0.806,6,-4.714,0,0.0448,0.00499,0.0126,0.116,0.132,149.463,grunge
Blue Suede Shoes,The Beatles,0.9526,0.024,0.825,0.15,66,False,0.557,0.66,2,-7.706,1,0.056,0.654,1.66e-06,0.138,0.962,95.252,rock-n-roll
Can't Buy Me Love,The Beatles,-0.9976,0.343,0.58,0.077,23,False,0.539,0.434,0,-8.523,1,0.0387,0.229,1.32e-06,0.0739,0.804,104.869,guitar
Carol,The Beatles,0.9864,0.0,0.832,0.168,38,True,0.426,0.807,0,-5.276,0,0.0405,0.013,4.74e-05,0.105,0.425,76.371,garage
Help!,The Beatles,0.9945,0.071,0.661,0.269,58,False,0.552,0.734,6,-7.126,0,0.0291,0.221,0.0,0.116,0.846,94.887,british
Lucille,The Beatles,0.9939,0.0,0.671,0.329,56,False,0.676,0.708,8,-12.115,0,0.0698,0.592,0.000307,0.166,0.919,143.669,rockabilly
Misery,The Beatles,-0.9436,0.156,0.796,0.048,40,False,0.531,0.867,2,-4.392,1,0.0467,0.00874,0.609,0.0785,0.0597,169.942,club
Everybody's Talkin',Beautiful South,0.5574,0.015,0.915,0.069,58,False,0.671,0.299,2,-13.215,1,0.0315,0.521,0.000288,0.15,0.574,120.112,psych-rock
Loving Arms,Beautiful South,0.9826,0.053,0.765,0.182,25,False,0.565,0.504,9,-7.646,1,0.0246,0.0902,0.0,0.0992,0.281,104.945,party
Mirror,Beautiful South,0.0387,0.092,0.802,0.106,52,False,0.517,0.916,6,-3.831,0,0.0684,0.000929,0.0,0.208,0.471,127.03,anime
Poppy,Beautiful South,0.9867,0.111,0.696,0.193,57,False,0.798,0.172,6,-14.949,1,0.0998,0.894,0.918,0.109,0.433,147.838,jazz
Tattoo,Beautiful South,-0.9509,0.184,0.713,0.103,44,False,0.701,0.654,0,-7.795,1,0.283,0.199,0.0,0.086,0.709,81.872,brazil
Something There,Beauty And The Beast,0.9936,0.073,0.789,0.139,57,False,0.45,0.317,0,-12.856,1,0.0381,0.896,5.15e-05,0.216,0.476,123.442,disney
After Dark,Bee Gees,-0.0572,0.102,0.807,0.091,50,False,0.61,0.827,5,-7.78,1,0.0341,0.00841,0.764,0.0719,0.267,120.014,progressive-house
Alive,Bee Gees,0.9668,0.061,0.806,0.133,65,False,0.524,0.882,5,-3.038,1,0.0367,0.108,1.1e-06,0.071,0.399,119.94,alt-rock
Embrace,Bee Gees,0.9872,0.099,0.687,0.213,6,False,0.565,0.145,9,-19.083,1,0.0342,0.921,0.926,0.079,0.0399,120.995,ambient
Life Goes On,Bee Gees,-0.9947,0.208,0.685,0.107,79,False,0.7,0.49,0,-5.187,1,0.076,0.186,0.0,0.117,0.569,79.982,alternative
Living Together,Bee Gees,-0.7411,0.068,0.896,0.036,17,False,0.653,0.792,5,-6.17,0,0.0752,0.0481,0.239,0.0615,0.0867,171.992,drum-and-bass
I Remember You,Bette Midler,0.9751,0.0,0.822,0.178,69,False,0.345,0.531,0,-12.708,1,0.0305,0.00642,7.28e-06,0.14,0.49,176.302,hard-rock
I've Got My Love To Keep Me Warm,Bette Midler,0.9965,0.075,0.611,0.314,0,False,0.516,0.491,0,-9.682,1,0.0778,0.617,0.0,0.149,0.788,110.526,blues
Paradise,Bette Midler,0.9956,0.031,0.716,0.253,0,False,0.65,0.406,7,-13.492,1,0.0761,0.568,0.0,0.484,0.862,79.642,acoustic
P.S. I Love You,Bette Midler,0.9936,0.009,0.73,0.262,53,False,0.462,0.0294,0,-28.156,1,0.0481,0.996,0.939,0.0851,0.388,79.459,british
Stay With Me,Bette Midler,0.9755,0.053,0.824,0.123,50,False,0.706,0.846,6,-5.475,1,0.04,0.00653,0.161,0.0908,0.241,123.994,deep-house
Summer,Bette Midler,0.9437,0.0,0.937,0.063,82,False,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,electro
Tenderly,Bette Midler,0.9681,0.049,0.67,0.282,36,False,0.778,0.304,0,-15.091,0,0.0482,0.394,0.841,0.162,0.426,86.112,study
The Last Time,Bette Midler,0.9958,0.07,0.725,0.205,38,False,0.693,0.459,5,-12.451,0,0.0407,0.733,0.0593,0.12,0.35,81.024,folk
The Rose,Bette Midler,0.9587,0.104,0.706,0.19,24,False,0.403,0.217,9,-10.364,1,0.0309,0.921,9.05e-06,0.0999,0.125,109.857,opera
Tragedy,Bette Midler,0.9001,0.199,0.498,0.303,65,False,0.665,0.532,2,-10.793,1,0.0277,0.0889,0.0109,0.296,0.81,117.955,disco
What Are You Doing New Year's Eve?,Bette Midler,0.8512,0.042,0.868,0.091,0,False,0.362,0.265,8,-10.084,1,0.0355,0.94,0.0,0.107,0.224,76.404,rock
White Christmas,Bette Midler,0.9694,0.009,0.822,0.168,0,False,0.335,0.552,8,-6.654,1,0.0357,0.465,1.18e-06,0.102,0.35,126.622,alt-rock
Cheek To Cheek,Billie Holiday,0.9962,0.041,0.704,0.255,0,False,0.665,0.443,0,-8.076,1,0.0803,0.582,0.0,0.113,0.662,122.872,blues
Embraceable You,Billie Holiday,0.9786,0.018,0.707,0.275,0,False,0.393,0.162,0,-12.124,1,0.0335,0.956,0.000227,0.126,0.0428,118.54,jazz
Gone With The Wind,Billie Holiday,0.9766,0.019,0.676,0.305,51,False,0.421,0.942,6,-5.289,0,0.14,0.000314,1.04e-06,0.0704,0.303,77.573,metalcore
I'll Be Seeing You,Billie Holiday,0.8625,0.0,0.921,0.079,0,False,0.302,0.0455,8,-15.532,1,0.0414,0.987,0.000605,0.229,0.122,73.146,blues
More Than You Know,Billie Holiday,-0.7878,0.109,0.812,0.079,80,False,0.646,0.741,5,-4.973,0,0.034,0.0275,0.0,0.312,0.571,123.077,dance
The End Of The World,Billy Joel,0.9878,0.032,0.842,0.126,26,False,0.66,0.742,11,-4.58,1,0.0884,0.028,0.0,0.138,0.682,132.047,garage
This Night,Billy Joel,-0.5903,0.085,0.857,0.058,21,False,0.555,0.926,6,-5.686,1,0.0461,0.00453,0.000611,0.254,0.694,130.042,power-pop
Turn Around,Billy Joel,0.9809,0.036,0.786,0.178,20,False,0.817,0.692,1,-10.888,0,0.0604,0.000157,0.954,0.0967,0.254,122.001,minimal-techno
Uptown Girl,Billy Joel,0.9775,0.008,0.884,0.108,46,False,0.618,0.643,4,-4.086,1,0.0297,0.569,0.0,0.443,0.722,128.992,club
When In Rome,Billy Joel,0.5088,0.082,0.828,0.09,30,False,0.373,0.7,0,-9.849,1,0.0468,0.0827,0.131,0.133,0.537,174.242,bluegrass
At Last,Bing Crosby,0.9391,0.056,0.756,0.187,0,False,0.169,0.347,10,-8.785,1,0.0309,0.692,0.000432,0.337,0.256,176.118,blues
God Rest Ye Merry Gentlemen,Bing Crosby,0.9913,0.0,0.576,0.424,0,False,0.336,0.374,4,-10.053,0,0.0301,0.0854,0.0,0.0796,0.622,149.054,funk
Jingle Bells,Bing Crosby,0.9924,0.0,0.822,0.178,0,False,0.527,0.675,7,-5.004,1,0.0395,0.553,0.0,0.316,0.594,107.409,alt-rock
Let It Snow! Let It Snow! Let It Snow!,Bing Crosby,0.4835,0.146,0.706,0.147,0,False,0.574,0.414,9,-7.16,0,0.0495,0.842,0.0,0.172,0.867,77.968,blues
September In The Rain,Bing Crosby,0.967,0.0,0.791,0.209,0,False,0.401,0.213,1,-13.124,1,0.0544,0.342,1.01e-05,0.0596,0.678,110.623,blues
Sweet Georgia Brown,Bing Crosby,0.9798,0.105,0.707,0.188,22,False,0.601,0.611,0,-10.909,1,0.0686,0.895,0.597,0.151,0.631,127.415,bluegrass
Peace Of Mind,Black Sabbath,0.8831,0.108,0.71,0.181,52,False,0.733,0.406,9,-9.351,1,0.0808,0.434,0.0,0.115,0.47,148.959,edm
Sabbath Bloody Sabbath,Black Sabbath,-0.9896,0.191,0.755,0.054,19,False,0.332,0.786,1,-8.419,0,0.045,0.00182,0.00185,0.142,0.724,143.4,afrobeat
She's Gone,Black Sabbath,0.85,0.113,0.747,0.14,49,False,0.416,0.559,0,-10.751,0,0.0349,0.00346,0.0831,0.148,0.152,137.18,hard-rock
Voodoo,Black Sabbath,-0.9435,0.173,0.737,0.09,52,False,0.621,0.576,9,-7.401,1,0.0324,0.0362,0.0,0.117,0.379,99.978,industrial
Who Are You?,Black Sabbath,0.9355,0.064,0.723,0.214,9,False,0.561,0.265,0,-15.902,0,0.0854,0.952,0.0,0.415,0.585,89.055,romance
Young,Black Sabbath,-0.8265,0.206,0.626,0.168,21,False,0.776,0.429,0,-9.711,1,0.0355,0.446,0.0,0.055,0.558,103.526,bluegrass
Blue Jeans,Blur,-0.8894,0.104,0.896,0.0,74,False,0.639,0.297,7,-11.18,1,0.0334,0.938,0.0839,0.18,0.292,113.989,singer-songwriter
Dizzy,Blur,-0.802,0.207,0.701,0.092,0,False,0.707,0.735,1,-5.237,1,0.0362,0.00896,4.78e-05,0.0433,0.762,129.965,indie-pop
Down,Blur,-0.6289,0.063,0.937,0.0,57,False,0.493,0.521,5,-12.464,0,0.375,0.219,0.71,0.0872,0.273,68.699,chill
Fade Away,Blur,-0.7309,0.088,0.891,0.021,32,False,0.465,0.919,1,-3.723,1,0.0341,1.52e-05,0.0,0.234,0.68,159.942,hardcore
Fool,Blur,-0.6817,0.166,0.705,0.129,70,False,0.511,0.435,9,-10.254,1,0.0408,0.301,8.2e-05,0.255,0.343,120.207,indie-pop
I'm Fine,Blur,0.8402,0.076,0.779,0.145,68,False,0.511,0.84,11,-2.781,0,0.103,0.00852,0.0,0.346,0.303,87.605,k-pop
Out Of Time,Blur,0.7655,0.031,0.893,0.076,53,False,0.686,0.436,1,-8.865,1,0.0336,0.574,0.0,0.0955,0.162,119.959,chill
The Universal,Blur,0.91,0.064,0.754,0.182,1,False,0.32,0.546,9,-8.33,1,0.0278,0.181,1.98e-06,0.0928,0.263,163.824,alt-rock
All Over You,Bob Dylan,0.9866,0.03,0.832,0.138,50,False,0.675,0.853,10,-1.358,1,0.103,0.0824,0.764,0.0894,0.229,170.057,drum-and-bass
California,Bob Dylan,0.9809,0.0,0.729,0.271,47,False,0.609,0.659,9,-6.943,1,0.051,0.143,3.77e-05,0.0713,0.309,75.215,chill
Can't Help Falling In Love,Bob Dylan,0.9941,0.119,0.463,0.418,71,False,0.266,0.0596,0,-18.515,1,0.0363,0.905,7.07e-05,0.132,0.143,181.74,acoustic
